"Price","Name","Rooms","Area","Floor","Region","Year","Elevator"
"1 056 250 zł","Apartament na sprzedaż centrum Lublina","2 pokoje","62.5 m²","1 piętro","Stare Miasto","brak informacji","tak"
"379 000 zł","3 pokoje, pod inwestycję, Kalinowszczyzna","3 pokoje","48.2 m²","4 piętro","Kalinowszczyzna","1972","nie"
"736 092 zł","Mieszkanie, 57,96 m², Lublin","4 pokoje","57.96 m²","1 piętro","Ponikwoda","2026","nie"
"410 000 zł","rozkładowe 2 pokoje, Lsm os.Mickiewicza","2 pokoje","44.8 m²","4 piętro","Rury","1963","nie"
"507 500 zł","5-pokojowe, os.Nałkowskich","5 pokoi","72.45 m²","2 piętro","Wrotków","1979","nie"
"855 000 zł","Atrakcyjne 3/4 Pokoje Z Tarasem Gotowe","3 pokoje","74.41 m²","5 piętro","Czechów Południowy","2024","tak"
"599 000 zł","Nowoczesne przestronne mieszkanie 3 pokoje","3 pokoje","68.94 m²","1 piętro","Dziesiąta","2011","nie"
"410 000 zł","Kawalerka, 35m2, Felin.","1 pokój","35.17 m²","parter","Kośminek","2018","nie"
"399 000 zł","36,6 M2  Gotowe Do Zamieszkania | Lsm","1 pokój","36.6 m²","2 piętro","Rury","1957","nie"
"300 000 zł","Mieszkanie w centrum Lublina","2 pokoje","36 m²","","Śródmieście","1980","nie"
"364 000 zł","Atrakcyjna kawalerka 30 mkw Plac Litewski","1 pokój","30.4 m²","2 piętro","Śródmieście","1910","nie"
"Zapytaj o cenę","Domy i mieszkania - Elizówka Park A36","2 pokoje","36.33 m²","2 piętro","Czechów Północny","2026","nie"
"Zapytaj o cenę","Revita 21 | mieszkanie 1-pok. | 13","1 pokój","36.29 m²","2 piętro","Stare Miasto","2025","nie"
"646 852 zł","2-pokojowe mieszkanie przy ul. Onyksowej","4 pokoje","72.68 m²","5 piętro","Węglin Południowy","2024","tak"
"399 000 zł","Dwa pokoje gotowe do zamieszkania","2 pokoje","36 m²","3 piętro","Tatary","1970","nie"
"645 000 zł","Przestronne trzypokojowe mieszkanie w centrum","3 pokoje","67.11 m²","2 piętro","Rury","1989","nie"
"639 000 zł","Cztery pokoje, Wieniawa","4 pokoje","68 m²","3 piętro","Wieniawa","1980","nie"
"379 000 zł","Trzy pokoje z potencjałem aranżacyjnym","3 pokoje","48 m²","4 piętro","Kalinowszczyzna","1976","nie"
"553 690 zł","5 pokoi przy wąwozie Rury","5 pokoi","65.14 m²","5 piętro","Czuby Północne","1980","tak"
"879 000 zł","bezczynszowe mieszkanie do wejścia","4 pokoje","98.8 m²","2 piętro","Ponikwoda","1980","nie"
"636 300 zł","Botanik 3 Pokoje","3 pokoje","60.6 m²","3 piętro","Sławin","2007","nie"
"839 000 zł","Mieszkanie dwupoziomowe 5 pokoi - Lublin Wieniawa","5 pokoi","116.32 m²","4 piętro","Wieniawa","brak informacji","nie"
"581 590 zł","3 pokojowe mieszkanie w nowym bloku","3 pokoje","61.22 m²","1 piętro","Czuby Południowe","2024","tak"
"617 000 zł","Mieszkanie na sprzedaż w Lublin","2 pokoje","53.72 m²","3 piętro","Węglin Południowy","2016","tak"
"599 507 zł","Dwa Pokoje Blisko Centrum Stan Deweloperski","2 pokoje","43.13 m²","3 piętro","Czechów Południowy","2023","tak"
"415 000 zł","Atrakcyjne mieszkanie 2-pokojowe w Centrum Lublina","2 pokoje","45.3 m²","3 piętro","Śródmieście","1970","nie"
"668 360 zł","Active City etap V  | mieszkanie 4-pok. | D1_2_06","4 pokoje","68.2 m²","2 piętro","Wrotków","2026","tak"
"385 000 zł","Mieszkanie, Kalinowszczyzna, ul. Okrzei, 48 m2","3 pokoje","48 m²","4 piętro","Śródmieście","1969","nie"
"620 000 zł","Pod inwestycję lub dla rodziny | Wieniawa","4 pokoje","64.91 m²","2 piętro","Wieniawa","1964","nie"
"531 000 zł","Sprzedam mieczkanie Grażyny LSM","3 pokoje","69.6 m²","3 piętro","Rury","1974","nie"
"438 000 zł","Atrakcyjna Kawalerka Przy Ogrodzie Saskim 6 Piętro","1 pokój","29.09 m²","6 piętro","Śródmieście","2024","tak"
"639 000 zł","400m od Bramy Krakowskiej! Bernardyńska!","3 pokoje","65.12 m²","parter","Śródmieście","1904","nie"
"1 056 250 zł","Apartament na sprzedaż centrum Lublina","2 pokoje","62.5 m²","1 piętro","Stare Miasto","brak informacji","tak"
"863 200 zł","MIESZKANIE PREMIUM - KOMFORTOWO WYKOŃCZONE - NOWE","3 pokoje","66.92 m²","parter","Czechów Południowy","2024","tak"
"559 000 zł","Sprzedam Lublin,LSM-Oś.Piastowskie,54 m2,3 pokoje","3 pokoje","54 m²","1 piętro","Rury","1970","tak"
"649 900 zł","Piękne mieszkanie w Centrum Lublina","3 pokoje","50 m²","2 piętro","Śródmieście","brak informacji","nie"
"454 720 zł","2-pokojowe mieszkanie przy ul. Onyksowej","2 pokoje","46.4 m²","4 piętro","Węglin Południowy","2024","tak"
"Zapytaj o cenę","Aprtamenty Wyścigowa | apartament 3-pok. | B2.M54","3 pokoje","51.66 m²","4 piętro","Dziesiąta","2025","tak"
"675 180 zł","Active City etap V  | mieszkanie 4-pok. | D1_3_09","4 pokoje","68.2 m²","3 piętro","Wrotków","2026","tak"
"755 000 zł","Sprzedam Mieszkanie 3 Pokoje Wrońska","3 pokoje","61.95 m²","3 piętro","Bronowice","2018","tak"
"529 000 zł","nowe budownictwo, świetna lokalizacja","2 pokoje","43.38 m²","1 piętro","Sławin","brak informacji","tak"
"355 989 zł","Osiedle Daliowa II - 2P+AK","2 pokoje","33.27 m²","1 piętro","Ponikwoda","2024","tak"
"549 970 zł","Os. Lotników, pow. 63,95 m2, 3P+aneks","3 pokoje","63.95 m²","3 piętro","Kośminek","2025","tak"
"Zapytaj o cenę","Mieszkanie M19, 100,38 mkw, 4 pokoje+aneks","4 pokoje","100.38 m²","1 piętro","Kalinowszczyzna","2024","tak"
"439 000 zł","LSM/Zana 2 pokojowe mieszkanie","2 pokoje","44.88 m²","parter","Rury","1971","tak"
"725 000 zł","Węglinek 3 pokoje! Wolne od zaraz!!","3 pokoje","72 m²","3 piętro","Węglin Południowy","2014","tak"
"699 900 zł","Ponikwoda, 3 pokoje, do wejścia, niski czynsz","3 pokoje","58.43 m²","1 piętro","Ponikwoda","2024","tak"
"529 000 zł","2 pokoje, Wrotków, do wejścia, wykończone","2 pokoje","41.32 m²","5 piętro","Wrotków","2024","tak"
"640 000 zł","3 pokoje, do wejścia!!!! Ponikwoda-Cyprysowa !!!","3 pokoje","60.87 m²","parter","Ponikwoda","2016","tak"
"634 000 zł","Felin/3 pokoje/Nowe budownictwo","3 pokoje","57.85 m²","1 piętro","Kośminek","2017","tak"
"439 760 zł","Mieszkanie gotowe/stan deweloperski","2 pokoje","40 m²","5 piętro","Wrotków","2024","tak"
"450 754 zł","Gotowe mieszkanie/stan deweloperski/Wrotków","1 pokój","41 m²","2 piętro","Zemborzyce","2024","tak"
"397 000 zł","2 pokoje/do remontu/balkon/broniwice","2 pokoje","51 m²","1 piętro","Bronowice","1968","nie"
"1 599 000 zł","Apartament Premium/Nałęczowska/4 pokoje","4 pokoje","104 m²","6 piętro","Konstantynów","2019","tak"
"863 000 zł","4 pokoje/garaż/nowe budownictwo","4 pokoje","80 m²","parter","Felin","2019","tak"
"707 130 zł","Nałęczowska 3pokoje, super lokalizacja !!!","3 pokoje","72.9 m²","4 piętro","Konstantynów","2025","tak"
"651 678 zł","Nałęczowska 3pokoje, super lokalizacja !!!","3 pokoje","63.89 m²","2 piętro","Konstantynów","2025","tak"
"669 000 zł","Mieszkanie 4 pokoje 68m2 Startowa na parterze.","4 pokoje","68 m²","parter","Kośminek","2007","tak"
"689 000 zł","Mieszkanie 4 pokoje 71,16m2 Czechów.","4 pokoje","71.16 m²","1 piętro","Czechów Południowy","1980","nie"
"599 000 zł","Przestronne 3-pokoje mieszkanie do wejścia","3 pokoje","68.94 m²","1 piętro","Dziesiąta","2012","nie"
"477 000 zł","Mieszkanie - Okolice Olimpu","2 pokoje","40.08 m²","5 piętro","Ponikwoda","2026","nie"
"497 770 zł","3 pokoje. Osiedle Panorama. Bez prowizji.","3 pokoje","54.7 m²","","Śródmieście","2025","tak"
"548 000 zł","Mieszkanie w Lublinie na Czechowie","3 pokoje","65 m²","1 piętro","Czechów Północny","brak informacji","tak"
"659 368 zł","Nowe mieszkanie 3 pokoje, Lublin","3 pokoje","67.31 m²","2 piętro","Szerokie","2025","nie"
"Zapytaj o cenę","Kaczeńcova | mieszkanie 2-pok. | M.30","2 pokoje","37.87 m²","5 piętro","Czuby Północne","2026","nie"
"374 220 zł","Zielone Tarasy Botanik ** PRZEDSPRZEDAŻ","1 pokój","29.7 m²","2 piętro","Sławin","2026","nie"
"302 000 zł","*Węglinek*2025*2 pok*Mp*piwnica*","2 pokoje","31.83 m²","3 piętro","Węglin Południowy","2025","tak"
"620 000 zł","Mieszkanie, Felin, ul. Królowej Jadwigi, 4 pok","4 pokoje","82 m²","4 piętro","Felin","1996","nie"
"454 720 zł","2-pokojowe mieszkanie przy ul. Onyksowej","2 pokoje","46.4 m²","4 piętro","Węglin Południowy","2024","tak"
"375 000 zł","Wieniawa - Popiełuszki 35 Idealne pod wynajem !","3 pokoje","44.2 m²","1 piętro","Wieniawa","1980","tak"
"699 000 zł","3 pokoje, Felin, wykończone pod klucz, blok 2024","3 pokoje","58.47 m²","2 piętro","Felin","2024","tak"
"Zapytaj o cenę","4-pokojowe mieszkanie 60m2 + balkon Bezpośrednio","4 pokoje","60.17 m²","3 piętro","Ponikwoda","2026","tak"
"490 000 zł","3 Pokoje Na Pierwszym Piętrze","3 pokoje","56 m²","1 piętro","Rury","1960","nie"
"490 000 zł","56 m2, 3 pokoje, balkon, Lsm","3 pokoje","56 m²","1 piętro","Rury","1959","nie"
"489 616 zł","Kawalerka 34,5 m2, Do wejścia, Nowe Budownictwo !!","1 pokój","34.48 m²","3 piętro","Felin","2013","tak"
"449 900 zł","Wieniawa/ 2 pokoje/ do wejścia","2 pokoje","37.1 m²","10 piętro","Wieniawa","1967","tak"
"320 000 zł","Mieszkanie Z Ogromnym Potencjałem; Plac Zamkowy","2 pokoje","39 m²","2 piętro","Stare Miasto","1880","nie"
"490 000 zł","Trzy pokoje w topowej lokalizacji, blisko Uczelnie","3 pokoje","56 m²","1 piętro","Rury","1969","nie"
"519 000 zł","3 Pokojowe Po Remoncie Samsonowicza, Wrotków","3 pokoje","48.17 m²","3 piętro","Wrotków","1977","nie"
"630 000 zł","Mieszkanie, 63 m², Lublin","3 pokoje","63 m²","parter","Czuby Północne","brak informacji","nie"
"449 000 zł","Lsm/ 2 pokoje/ idealne pod wynajem","2 pokoje","50.8 m²","3 piętro","Rury","brak informacji","nie"
"642 960 zł","Mieszkanie Ponikwoda - Miejsce Postojowe W Cenie","4 pokoje","67.68 m²","2 piętro","Ponikwoda","2025","nie"
"425 000 zł","2 Pokoje Blisko Zalewu W Stanie Deweloperskim","2 pokoje","40.51 m²","1 piętro","Wrotków","2024","tak"
"499 000 zł","Lsm 3 pok. do wprowadzenia","3 pokoje","46 m²","7 piętro","Rury","brak informacji","tak"
"Zapytaj o cenę","Aprtamenty Wyścigowa | apartament 3-pok. | B2.M63","3 pokoje","55.07 m²","5 piętro","Dziesiąta","2025","tak"
"643 860 zł","Active City etap V  | mieszkanie 3-pok. | D1_2_04","3 pokoje","65.7 m²","2 piętro","Wrotków","2026","tak"
"Zapytaj o cenę","Kaczeńcova | mieszkanie 1-pok. | M.15","1 pokój","25.98 m²","2 piętro","Czuby Północne","2026","nie"
"377 000 zł","Zielone Tarasy Botanik ** PRZEDSPRZEDAŻ","2 pokoje","29.7 m²","4 piętro","Sławin","2026","nie"
"650 682 zł","Wojciechowska Square | mieszkanie 129","3 pokoje","58.62 m²","4 piętro","Konstantynów","2025","tak"
"Zapytaj o cenę","Osiedle Daliowa II - 3P+AK","3 pokoje","53.9 m²","1 piętro","Ponikwoda","2024","tak"
"605 906 zł","Mieszkanie na sprzedaż - 3 pokoje BEZ PROWIZJI","3 pokoje","61.91 m²","parter","Sławin","2025","nie"
"749 000 zł","Lublin LSM Rury Pielgrzymia gotowe m 72m+garaż","3 pokoje","72.2 m²","1 piętro","Rury","2009","tak"
"1 256 000 zł","Apartament inwestycyjny na Krakowskim Przedmieściu","4 pokoje","90.46 m²","1 piętro","Śródmieście","1815","nie"
"531 000 zł","Mieszkanie, Lublin, LSM, ul. Grażyny, 3 pokoje","3 pokoje","69.6 m²","3 piętro","Rury","1962","nie"
"631 626 zł","Inwestycja Premium: 2 Pokoje W Centrum Lublina","2 pokoje","45.77 m²","6 piętro","Śródmieście","2024","tak"
"550 000 zł","Mieszkanie 62,2 m2, 3 pokoje, LSM","3 pokoje","62.2 m²","1 piętro","Rury","1961","nie"
"1 274 885 zł","Apartament 5 Pokojowy Z Panoramą Na Lublin","5 pokoi","93.17 m²","9 piętro","Czechów Południowy","2026","tak"
"589 917 zł","Mieszkanie Z 22 M2 Balkonem","2 pokoje","43.73 m²","5 piętro","Czechów Południowy","2026","tak"
"716 516 zł","Ustawne Mieszkanie  W Apartamentowcu Na Czechowie","3 pokoje","62.36 m²","2 piętro","Czechów Południowy","2026","tak"
"1 256 863 zł","Apartament Z Widokiem Na Czechowie. Taras 135 M2!","4 pokoje","93.17 m²","7 piętro","Czechów Południowy","2026","tak"
"514 000 zł","Świetne, Wykończone Mieszkanie","2 pokoje","36 m²","3 piętro","Węglin Południowy","2024","tak"
"530 000 zł","2 pokoje w stanie deweloperskim bez Pcc","2 pokoje","47.07 m²","parter","Czechów Północny","2024","tak"
"599 000 zł","Piękne 2 Pokoje Na Nowym Osiedlu","2 pokoje","45.14 m²","5 piętro","Dziesiąta","2024","tak"
"629 000 zł","Piękne 3 pokoje","3 pokoje","48.42 m²","4 piętro","Dziesiąta","2024","tak"
"685 000 zł","Piękne Mieszkanie Na Ostatnim Piętrze Bez Pcc 2%","3 pokoje","52.16 m²","5 piętro","Dziesiąta","2024","tak"
"461 000 zł","Na sprzedaż mieszkanie w Lublinie, ul. Wrotkowska","2 pokoje","53.85 m²","parter","Wrotków","brak informacji","nie"
"Zapytaj o cenę","Domy i mieszkania - Elizówka Park A12","3 pokoje","60.36 m²","parter","Czechów Północny","2026","nie"
"490 000 zł","3 Pokoje Na Pierwszym Piętrze","3 pokoje","56 m²","1 piętro","Rury","1960","nie"
"562 800 zł","Mieszkanie Zygmunta Augusta Osiedle Europejskie","2 pokoje","46.9 m²","2 piętro","Felin","2017","tak"
"639 000 zł","Atrakcyjne Mieszkanie Bardzo Blisko Centrum Lubli","4 pokoje","59 m²","4 piętro","Kalinowszczyzna","brak informacji","tak"
"454 720 zł","2-pokojowe mieszkanie przy ul. Onyksowej","2 pokoje","46.4 m²","4 piętro","Węglin Południowy","2024","tak"
"Zapytaj o cenę","Domy i mieszkania - Elizówka Park A32","3 pokoje","56.02 m²","2 piętro","Czechów Północny","2026","nie"
"Zapytaj o cenę","Domy i mieszkania - Elizówka Park A32","3 pokoje","56.02 m²","2 piętro","Czechów Północny","2026","nie"
"385 000 zł","Mieszkanie Kalinowszczyzna Kleeberga 2 pokoje 33m2","2 pokoje","32.3 m²","parter","Kalinowszczyzna","1973","nie"
"439 200 zł","Najlepsza Oferta W Lublinie ! - Okazja ! Garaż 0Zł","2 pokoje","40 m²","2 piętro","Śródmieście","2026","tak"
"899 000 zł","3 pokoje, LSM, 10 piętro- Apartamentowiec.","3 pokoje","68 m²","10 piętro","Rury","2013","tak"
"Zapytaj o cenę","Domy i mieszkania - Elizówka Park B4.2","5 pokoi","191.68 m²","parter","Czechów Północny","2026","nie"
"491 098 zł","Aprtamenty Wyścigowa | apartament 4-pok. | B2.M65","4 pokoje","59.89 m²","5 piętro","Dziesiąta","2025","tak"
"657 360 zł","Active City etap V  | mieszkanie 3-pok. | A3_3_24","3 pokoje","66.4 m²","3 piętro","Wrotków","2026","tak"
"Zapytaj o cenę","Kaczeńcova | mieszkanie 1-pok. | M.34","1 pokój","35.79 m²","parter","Czuby Północne","2026","nie"
"487 890 zł","Zielone Tarasy Botanik ** PRZEDSPRZEDAŻ","2 pokoje","41.7 m²","3 piętro","Sławin","2026","nie"
"752 087 zł","Wojciechowska Square | mieszkanie 84","4 pokoje","71.97 m²","4 piętro","Konstantynów","2025","tak"
"Zapytaj o cenę","Osiedle Daliowa II - 2P+AK","2 pokoje","42.59 m²","1 piętro","Ponikwoda","2024","tak"
"890 000 zł","Lublin, parter, w pobliżu Teatru Muzycznego i Csk","3 pokoje","83 m²","parter","Stare Miasto","brak informacji","nie"
"793 815 zł","Apartament w samym sercu miasta, nowy budynek","2 pokoje","42.45 m²","1 piętro","Śródmieście","2024","tak"
"Zapytaj o cenę","Domy i mieszkania - Elizówka Park B4.2","5 pokoi","191.68 m²","parter","Czechów Północny","2026","nie"
"458 900 zł","3 pokojowe mieszkanie 48,55m2 BEZ POŚREDNIKÓW","3 pokoje","48.55 m²","3 piętro","Dziesiąta","1976","nie"
"824 500 zł","Piękne, 3-pokojowe mieszkanie w sercu Lublina","3 pokoje","71.7 m²","parter","Śródmieście","1970","nie"
"617 100 zł","Mieszkanie nr 8","1 pokój","37.4 m²","2 piętro","Śródmieście","2025","tak"
"549 654 zł","Kawalerka W Inwestycji Premium – Centrum Lublina","1 pokój","39.83 m²","7 piętro","Śródmieście","2024","tak"
"415 000 zł","Mieszkanie, Lublin, ul. Nowy Świat , 46,7 m2","2 pokoje","46.7 m²","parter","Dziesiąta","1965","nie"
"Zapytaj o cenę","Kaczeńcova | mieszkanie 2-pok. | M.36","2 pokoje","45.41 m²","parter","Czuby Północne","2026","nie"
"556 830 zł","PRZEDSPRZEDAŻ - Nowa inwestycja na Botaniku","2 pokoje","61.87 m²","parter","Sławin","2026","nie"
"422 431 zł","Saski Point | wykończony lokal mieszkalny | 27","1 pokój","25.44 m²","2 piętro","Wieniawa","brak informacji","tak"
"Zapytaj o cenę","Osiedle Daliowa II - 2P+AK","2 pokoje","40.1 m²","1 piętro","Ponikwoda","2024","tak"
"329 000 zł","Al. Racławickie Blisko Uczelni Wyższych Inwestycja","1 pokój","26.5 m²","1 piętro","Wieniawa","brak informacji","nie"
"527 520 zł","Nowe mieszkanie 2-pok z balkonem ul. Koncertowa","3 pokoje","48.16 m²","1 piętro","Czechów Północny","2026","tak"
"605 420 zł","2-pok z balkonem 21,48 m2 do własnej aranżacji","3 pokoje","56.36 m²","1 piętro","Czechów Północny","2026","tak"
"890 000 zł","Nowy apartament z ogródkiem na Sławinie","5 pokoi","88.88 m²","parter","Sławin","2025","nie"
"712 765 zł","Nowe mieszkanie 3 pok. z zielonym tarasem 97,2 m2","3 pokoje","72.28 m²","parter","Ponikwoda","2025","tak"
"547 590 zł","Nowe mieszkanie 2-pok z dużym tarasem","2 pokoje","49.22 m²","parter","Ponikwoda","2025","tak"
"667 492 zł","Wojciechowska Square | mieszkanie 131","3 pokoje","61.52 m²","4 piętro","Konstantynów","2025","tak"
"649 000 zł","Nowoczesne 3 pokoje, ul. Koralowa, Węglin","3 pokoje","51 m²","2 piętro","Węglin Południowy","2018","tak"
"580 000 zł","Mieszkanie M16, 52,80 mkw, 2 pokoje+aneks","2 pokoje","52.8 m²","1 piętro","Kalinowszczyzna","2024","tak"
"457 500 zł","Nowoczesne mieszkanie ul. Wolińskiego 12, Lublin","2 pokoje","31.25 m²","parter","Wrotków","2021","tak"
"547 745 zł","Apartamenty Poligonowa Etap 4, M70","2 pokoje","47.63 m²","1 piętro","Sławin","2026","nie"
"Zapytaj o cenę","Nova Daliova | mieszkanie 1-pok. | B2.08","1 pokój","32.39 m²","parter","Ponikwoda","2025","tak"
"649 000 zł","3 pokoje, Nadbystrzycka, 67m2. Blok 2008 r.","3 pokoje","67.38 m²","1 piętro","Za Cukrownią","2008","nie"
"585 000 zł","Czechów trzy pokoje Świetna Lokalizacja Inwestycj","3 pokoje","74.6 m²","9 piętro","Czechów Południowy","brak informacji","tak"
"418 745 zł","Osiedle Metropol. Zapytaj o rabat na start!","2 pokoje","47.05 m²","","Dziesiąta","brak informacji","nie"
"320 000 zł","2 Pok. 32,5 m2 balkon Wrotków ul. Nałkowskich","2 pokoje","32.5 m²","3 piętro","Wrotków","1980","nie"
"548 000 zł","Trzypokjowe mieszkanie w Lublinie Jemiołuszki","3 pokoje","60.26 m²","1 piętro","Węglin Południowy","2025","tak"
"Zapytaj o cenę","Nałęczowska | mieszkanie 3-pok. | M-19","3 pokoje","63.89 m²","7 piętro","Sławin","brak informacji","tak"
"549 654 zł","Kawalerka W Inwestycji Premium – Centrum Lublina","1 pokój","39.83 m²","7 piętro","Śródmieście","2024","tak"
"863 200 zł","MIESZKANIE PREMIUM - KOMFORTOWO WYKOŃCZONE - NOWE","3 pokoje","66.92 m²","parter","Czechów Południowy","2024","tak"
"675 000 zł","Ładne mieszkanie w okolicy zalewu. 3P + kuchnia.","3 pokoje","60.69 m²","parter","Wrotków","2018","tak"
"640 000 zł","Apartament 3 pokojowy","3 pokoje","65.77 m²","parter","Sławin","2016","tak"
"Zapytaj o cenę","Nova Daliova | mieszkanie 2-pok. | B1.19","2 pokoje","38.6 m²","3 piętro","Ponikwoda","2025","tak"
"Zapytaj o cenę","Osiedle Daliowa II - 1P+AK","1 pokój","38.35 m²","1 piętro","Ponikwoda","2024","tak"
"449 000 zł","Wieniawa, Mieszkanie Po Generalnym Remoncie","2 pokoje","38.69 m²","10 piętro","Wieniawa","1970","tak"
"571 986 zł","Gotowe Mieszkanie 2 Pokojowe Centrum Lublina","2 pokoje","44.34 m²","4 piętro","Śródmieście","2024","tak"
"780 000 zł","Mieszkanie przy Ogrodzie Saskim","3 pokoje","85 m²","4 piętro","Wieniawa","1917","nie"
"629 000 zł","Świetne mieszkanie dla rodziny w NOWYM BLOKU!","3 pokoje","63.15 m²","parter","Dziesiąta","2017","nie"
